graph_size,run,augmentation_ratio,requested_loose_edges,original_objective,two_phase_objective,interleaved_objective,two_phase_improvement_vs_original,interleaved_improvement_vs_original,original_runtime_ms,two_phase_runtime_ms,interleaved_runtime_ms,two_phase_runtime_ratio_vs_original,interleaved_runtime_ratio_vs_original,original_move_operations,two_phase_move_operations,interleaved_move_operations,two_phase_replication_operations,interleaved_replication_operations,two_phase_final_replica_count,interleaved_final_replica_count,original_firstfit_objective,two_phase_firstfit_objective,interleaved_firstfit_objective,original_firstfit_improvement_vs_original,two_phase_firstfit_improvement_vs_original,interleaved_firstfit_improvement_vs_original,two_phase_firstfit_improvement_vs_original_firstfit,interleaved_firstfit_improvement_vs_original_firstfit,original_firstfit_runtime_ms,two_phase_firstfit_runtime_ms,interleaved_firstfit_runtime_ms,original_firstfit_runtime_ratio_vs_original,two_phase_firstfit_runtime_ratio_vs_original,interleaved_firstfit_runtime_ratio_vs_original,two_phase_firstfit_runtime_ratio_vs_original_firstfit,interleaved_firstfit_runtime_ratio_vs_original_firstfit,original_firstfit_move_operations,two_phase_firstfit_move_operations,interleaved_firstfit_move_operations,two_phase_firstfit_replication_operations,interleaved_firstfit_replication_operations,two_phase_firstfit_final_replica_count,interleaved_firstfit_final_replica_count
90,4,0.05,5,1911.07,1880.84,1848.34,0.0158203,0.0328222,2163,3775,7651,1.74526,3.53722,28,28,29,2,1,2,1,1810.39,1810.39,1832.04,0.0526831,0.0526831,0.0413513,0,-0.011962,777,707,1022,0.359223,0.326861,0.472492,0.90991,1.31532,37,37,34,0,3,0,2
90,5,0.05,5,2686.86,2686.86,2686.86,0,0,1188,2079,3862,1.75,3.25084,20,20,20,0,0,0,0,2686.86,2686.86,2686.86,0,0,0,0,0,329,386,568,0.276936,0.324916,0.478114,1.17325,1.72644,20,20,20,0,0,0,0
90,6,0.05,5,2909.66,2907.32,2907.32,0.000805405,0.000805405,2468,4087,7841,1.656,3.17707,30,30,30,1,1,1,1,2929.96,2927.62,2927.62,-0.00697667,-0.00617126,-0.00617126,0.000799825,0.000799825,284,591,566,0.115073,0.239465,0.229335,2.08099,1.99296,31,31,31,1,1,1,1
90,7,0.05,5,2454.15,2448.98,2448.98,0.00210551,0.00210551,1064,2434,4674,2.28759,4.39286,16,16,16,2,2,3,3,2454.15,2448.98,2448.98,0,0.00210551,0.00210551,0.00210551,0.00210551,221,513,602,0.207707,0.482143,0.565789,2.32127,2.72398,18,18,18,2,2,3,3
90,8,0.05,5,2522.27,2522.27,2522.27,0,0,1651,3103,5897,1.87947,3.57177,24,24,24,0,0,0,0,2712.69,2712.69,2712.69,-0.0754941,-0.0754941,-0.0754941,0,0,270,458,602,0.163537,0.277408,0.364627,1.6963,2.22963,19,19,19,0,0,0,0
90,9,0.05,5,2929.67,2890.34,2874.78,0.0134277,0.0187367,1713,3848,6554,2.24635,3.82604,21,21,21,4,2,4,2,2929.67,2890.34,2890.34,0,0.0134277,0.0134277,0.0134277,0.0134277,215,762,873,0.125511,0.444834,0.509632,3.54419,4.06047,21,21,22,4,3,4,3
90,10,0.05,5,1994.88,1994.88,1994.88,0,0,469,1113,1727,2.37313,3.6823,8,8,8,0,0,0,0,2007.51,2007.51,2007.51,-0.00633185,-0.00633185,-0.00633185,0,0,277,444,654,0.590618,0.946695,1.39446,1.60289,2.36101,12,12,12,0,1,0,0
90,1,0.1,9,2873.56,2873.56,2873.56,0,0,2144,3510,6704,1.63713,3.12687,22,22,22,0,0,0,0,2912.49,2912.49,2912.49,-0.0135497,-0.0135497,-0.0135497,0,0,327,431,617,0.152519,0.201026,0.28778,1.31804,1.88685,22,22,22,0,0,0,0
90,2,0.1,9,2117.63,2117.63,2117.63,0,0,1703,3003,5102,1.76336,2.99589,20,20,20,0,0,0,0,2241.6,2241.6,2241.6,-0.0585428,-0.0585428,-0.0585428,0,0,545,529,836,0.320023,0.310628,0.490898,0.970642,1.53394,18,18,17,0,1,0,1
90,3,0.1,9,2820.5,2809.11,2795.69,0.00403814,0.00879385,1089,2160,4462,1.98347,4.09734,12,12,14,2,1,2,1,2915.18,2915.18,2915.18,-0.0335714,-0.0335714,-0.0335714,0,0,341,423,597,0.313131,0.38843,0.548209,1.24047,1.75073,15,15,15,0,0,0,0
90,4,0.1,9,2845.23,2843.78,2843.78,0.000511591,0.000511591,919,1998,3633,2.1741,3.95321,17,17,16,1,1,1,1,2845.23,2843.78,2843.78,0,0.000511591,0.000511591,0.000511591,0.000511591,251,494,477,0.273123,0.537541,0.519042,1.96813,1.9004,17,17,16,1,1,1,1
90,5,0.1,9,2265.2,2265.2,2265.2,0,0,1450,2636,4913,1.81793,3.38828,19,19,19,0,0,0,0,2284.19,2259.6,2259.6,-0.00838406,0.00247423,0.00247423,0.010768,0.010768,257,503,546,0.177241,0.346897,0.376552,1.9572,2.12451,19,19,19,2,2,5,5
90,6,0.1,9,2464.8,2464.8,2464.8,0,0,858,1660,2806,1.93473,3.2704,16,16,16,0,0,0,0,2495.38,2493.04,2493.04,-0.012409,-0.0114582,-0.0114582,0.000939117,0.000939117,241,517,500,0.280886,0.602564,0.582751,2.14523,2.07469,19,19,19,1,1,1,1
90,7,0.1,9,2801.65,2780.72,2720.34,0.00747044,0.0290227,726,1974,2306,2.71901,3.17631,12,12,10,3,3,4,4,2801.65,2780.72,2720.34,0,0.00747044,0.0290227,0.00747044,0.0290227,192,561,994,0.264463,0.772727,1.36915,2.92188,5.17708,12,12,18,3,4,4,3
90,8,0.1,9,3614.57,3614.57,3614.57,0,0,775,1509,3065,1.9471,3.95484,14,14,14,0,0,0,0,3614.57,3614.57,3614.57,0,0,0,0,0,136,370,446,0.175484,0.477419,0.575484,2.72059,3.27941,14,14,14,0,0,0,0
90,9,0.1,9,2891.69,2891.69,2891.69,0,0,1550,2819,5311,1.81871,3.42645,21,21,21,0,0,0,0,2891.69,2891.69,2891.69,0,0,0,0,0,214,527,807,0.138065,0.34,0.520645,2.46262,3.77103,21,21,21,0,0,0,0
90,10,0.1,9,2877.48,2877.48,2877.48,1.58037e-16,1.58037e-16,1970,2724,4905,1.38274,2.48985,32,32,32,1,1,1,1,2925.35,2925.35,2925.35,-0.0166356,-0.0166356,-0.0166356,1.55451e-16,1.55451e-16,402,454,553,0.204061,0.230457,0.280711,1.12935,1.37562,35,35,35,1,2,1,1
90,1,0.2,18,2552.6,2541.62,2586.7,0.00430276,-0.0133576,2111,3506,7334,1.66082,3.47418,28,28,23,2,1,3,1,2609.86,2590.16,2505.52,-0.0224328,-0.0147129,0.0184467,0.00755051,0.0399825,1090,1066,2611,0.516343,0.504974,1.23685,0.977982,2.39541,32,32,42,4,5,4,2
90,2,0.2,18,3495.25,3495.25,3495.25,0,0,1240,2055,4289,1.65726,3.45887,23,23,23,0,0,0,0,3489.1,3489.1,3489.1,0.00176038,0.00176038,0.00176038,0,0,370,457,746,0.298387,0.368548,0.601613,1.23514,2.01622,25,25,25,0,1,0,0
90,3,0.2,18,3301.45,3253.89,3226.98,0.0144049,0.0225551,989,2219,3306,2.24368,3.34277,11,11,10,2,2,2,2,3300.71,3255.84,3223.61,0.000222425,0.0138154,0.0235774,0.013596,0.0233602,294,623,568,0.29727,0.629929,0.574317,2.11905,1.93197,13,13,15,2,3,2,3
90,4,0.2,18,3374.4,3358.19,3358.19,0.0048039,0.0048039,2722,4251,10222,1.56172,3.75533,33,33,33,2,2,3,3,3374.4,3358.19,3358.19,0,0.0048039,0.0048039,0.0048039,0.0048039,374,687,667,0.137399,0.252388,0.24504,1.8369,1.78342,33,33,32,2,4,3,4
90,5,0.2,18,2976.25,2971.56,2963.1,0.00157477,0.00441676,1098,2878,5723,2.62113,5.2122,28,28,29,2,2,3,2,2976.25,2971.56,2963.1,0,0.00157477,0.00441676,0.00157477,0.00441676,157,433,554,0.142987,0.394353,0.504554,2.75796,3.52866,28,28,29,2,3,3,2
90,6,0.2,18,2991.67,2982.47,2982.47,0.00307672,0.00307672,1440,2704,5892,1.87778,4.09167,22,22,22,1,1,1,1,2934.72,2925.51,2965.1,0.0190385,0.0221152,0.00888177,0.00313643,-0.0103538,602,825,1083,0.418056,0.572917,0.752083,1.37043,1.799,30,30,26,1,3,1,1
90,7,0.2,18,2459.68,2454.99,2454.99,0.0019055,0.0019055,3068,5436,9952,1.77184,3.24381,32,32,32,2,2,2,2,2550.54,2548.19,2548.19,-0.0369386,-0.0359859,-0.0359859,0.000918809,0.000918809,285,554,595,0.0928944,0.180574,0.193937,1.94386,2.08772,34,34,34,1,1,1,1
90,8,0.2,18,3271.99,3260.51,3199.17,0.00351048,0.0222571,2484,4750,9118,1.91224,3.67069,27,27,29,4,3,8,3,3271.99,3260.51,3206.04,0,0.00351048,0.0201559,0.00351048,0.0201559,519,751,999,0.208937,0.302335,0.402174,1.44701,1.92486,28,28,30,4,5,8,5
90,9,0.2,18,4280.51,4265.01,4136.3,0.00362283,0.0336916,1900,3738,5391,1.96737,2.83737,27,27,30,2,3,2,3,4466.48,4428.62,4399.78,-0.0434447,-0.0346002,-0.0278633,0.00847633,0.0149326,354,391,724,0.186316,0.205789,0.381053,1.10452,2.0452,29,29,34,3,3,6,3
90,10,0.2,18,3450.75,3408.51,3408.51,0.0122408,0.0122408,2518,4118,10939,1.63542,4.34432,34,34,34,1,1,1,1,3518.37,3509.23,3509.23,-0.0195981,-0.0169486,-0.0169486,0.00259859,0.00259859,274,693,805,0.108817,0.275218,0.319698,2.5292,2.93796,34,34,33,1,2,1,2
100,1,0,0,2086.95,2082.7,2082.7,0.00203905,0.00203905,586,1524,2088,2.60068,3.56314,9,9,9,1,1,2,2,2401.51,2385.11,2242.5,-0.150727,-0.142866,-0.0745301,0.00683077,0.0662161,238,495,427,0.406143,0.84471,0.728669,2.07983,1.79412,6,6,16,5,2,12,4
100,2,0,0,2425.77,2425.77,2425.77,0,0,1242,2727,4974,2.19565,4.00483,38,38,38,0,0,0,0,2447.11,2447.11,2447.11,-0.00879679,-0.00879679,-0.00879679,0,0,114,214,347,0.0917874,0.172303,0.279388,1.87719,3.04386,39,39,39,0,1,0,0
100,3,0,0,3306.45,3306.45,3306.45,0,0,410,951,1868,2.31951,4.5561,13,13,13,0,0,0,0,3306.45,3306.45,3306.45,0,0,0,0,0,124,276,303,0.302439,0.673171,0.739024,2.22581,2.44355,13,13,13,0,1,0,0
100,4,0,0,3180.14,3180.14,3207.51,0,-0.00860493,372,862,2502,2.3172,6.72581,11,11,10,0,1,0,1,3180.14,3180.14,3180.14,0,0,0,0,0,228,387,552,0.612903,1.04032,1.48387,1.69737,2.42105,18,18,18,0,1,0,0
100,5,0,0,2512.52,2512.52,2511.01,0,0.000601731,2410,3988,8585,1.65477,3.56224,24,24,23,0,1,0,1,2502.44,2502.44,2552.32,0.00401161,0.00401161,-0.0158393,0,-0.0199309,787,691,923,0.326556,0.286722,0.382988,0.878018,1.17281,25,25,21,0,2,0,2
100,6,0,0,2313.21,2309.93,2288.93,0.00141895,0.010498,567,1140,2343,2.01058,4.13228,16,16,17,1,2,1,2,2349.89,2349.89,2349.89,-0.0158551,-0.0158551,-0.0158551,0,0,306,346,603,0.539683,0.610229,1.06349,1.13072,1.97059,19,19,19,0,0,0,0
100,7,0,0,3984.35,3984.35,3984.35,0,0,1350,2521,5153,1.86741,3.81704,38,38,38,0,0,0,0,3984.35,3984.35,3984.35,0,0,0,0,0,212,302,434,0.157037,0.223704,0.321481,1.42453,2.04717,38,38,38,0,0,0,0
100,8,0,0,2674.6,2658.32,2588.76,0.00608764,0.0320947,1156,2553,6286,2.20848,5.43772,23,23,28,3,3,4,3,2676.84,2652.01,2593.08,-0.000835377,0.00844768,0.0304821,0.00927531,0.0312913,217,439,653,0.187716,0.379758,0.564879,2.02304,3.00922,23,23,27,5,5,6,3
100,9,0,0,2510.59,2510.59,2510.59,0,0,1274,2796,5121,2.19466,4.01962,35,35,35,0,0,0,0,2510.59,2510.59,2510.59,0,0,0,0,0,395,423,573,0.310047,0.332025,0.449765,1.07089,1.45063,49,49,43,0,5,0,0
100,10,0,0,4036.63,4018.38,4001.67,0.00452206,0.00866173,964,1319,2777,1.36826,2.88071,23,23,25,1,1,2,1,4049.61,4049.61,4013.83,-0.00321514,-0.00321514,0.00564928,0,0.00883602,131,220,492,0.135892,0.228216,0.510373,1.67939,3.75573,24,24,28,0,4,0,1
100,1,0.05,5,2986.59,2986.59,2986.59,0,0,249,708,1397,2.84337,5.61044,15,15,15,0,0,0,0,2984.97,2984.97,2984.97,0.000541213,0.000541213,0.000541213,0,0,176,435,560,0.706827,1.74699,2.249,2.47159,3.18182,16,16,16,0,1,0,0
100,2,0.05,5,3007.44,3007.44,3007.44,0,0,931,1742,3490,1.87111,3.74866,24,24,24,0,0,0,0,3076.8,3076.8,3068.3,-0.0230632,-0.0230632,-0.0202382,0,0.00276138,191,376,1018,0.205156,0.403867,1.09345,1.96859,5.32984,26,26,27,0,4,0,2
100,3,0.05,5,3084.72,3082.38,3087.26,0.000759697,-0.000822109,677,1300,4113,1.92024,6.07533,18,18,16,1,1,1,1,3111.8,3111.8,3111.8,-0.00877596,-0.00877596,-0.00877596,0,0,211,567,795,0.311669,0.837518,1.1743,2.6872,3.76777,19,19,18,0,1,0,1
100,4,0.05,5,2862.67,2860.33,2860.33,0.000818625,0.000818625,1594,2908,5340,1.82434,3.35006,19,19,19,1,1,1,1,2869.55,2867.2,2867.2,-0.00240154,-0.00158292,-0.00158292,0.000816664,0.000816664,224,515,625,0.140527,0.323087,0.392095,2.29911,2.79018,18,18,18,1,1,1,1
100,5,0.05,5,3074.63,3071.07,3071.07,0.00115754,0.00115754,2263,4203,7922,1.85727,3.50066,24,24,24,1,1,1,1,3081.29,3077.73,3077.73,-0.00216824,-0.0010107,-0.0010107,0.00115504,0.00115504,251,637,705,0.110915,0.281485,0.311533,2.53785,2.80876,28,28,28,1,1,1,1
100,6,0.05,5,2849.06,2849.06,2849.06,0,0,1225,2634,4964,2.1502,4.05224,18,18,18,0,0,0,0,2895.28,2895.28,2895.28,-0.0162247,-0.0162247,-0.0162247,0,0,302,487,718,0.246531,0.397551,0.586122,1.61258,2.37748,16,16,15,0,1,0,1
100,7,0.05,5,2914.53,2911.14,2911.14,0.00116256,0.00116256,1520,3231,5852,2.12566,3.85,19,19,19,1,1,1,1,2914.53,2911.14,2911.14,0,0.00116256,0.00116256,0.00116256,0.00116256,291,687,686,0.191447,0.451974,0.451316,2.36082,2.35739,19,19,19,1,1,1,1
100,8,0.05,5,2394.79,2391.56,2376.75,0.00134708,0.00753395,2093,1605,1557,0.766842,0.743908,26,26,25,1,1,1,1,2381.19,2381.19,2376.75,0.00567996,0.00567996,0.00753395,0,0.00186458,566,157,201,0.270425,0.0750119,0.0960344,0.277385,0.355124,34,34,35,0,4,0,1
100,9,0.05,5,3395.76,3395.76,3395.76,0,0,596,1185,2029,1.98826,3.40436,29,29,29,0,0,0,0,3515.48,3514.32,3512.43,-0.035255,-0.0349133,-0.0343578,0.000330099,0.000866686,102,151,178,0.171141,0.253356,0.298658,1.48039,1.7451,30,30,29,1,2,1,2
100,10,0.05,5,3029.62,3029.62,3029.62,0,0,274,588,1402,2.14599,5.11679,21,21,21,0,0,0,0,3029.62,3029.62,3029.62,0,0,0,0,0,57,133,250,0.208029,0.485401,0.912409,2.33333,4.38596,23,23,23,0,1,0,0
100,1,0.1,10,3026.66,3026.66,3026.66,0,0,413,920,2202,2.2276,5.33172,17,17,17,0,0,0,0,3026.66,3026.66,3026.66,0,0,0,0,0,128,232,473,0.309927,0.561743,1.14528,1.8125,3.69531,18,18,18,0,1,0,0
100,2,0.1,10,3073.75,3047.65,3056.89,0.00849251,0.00548515,571,646,1896,1.13135,3.32049,23,23,20,3,2,4,4,3079.68,3066.89,3055.73,-0.00192897,0.0022341,0.00586238,0.00415506,0.00777635,115,254,384,0.201401,0.444834,0.672504,2.2087,3.33913,25,25,26,2,2,3,2
100,3,0.1,10,2753.68,2746.64,2746.64,0.00255309,0.00255309,622,920,3467,1.4791,5.57395,30,30,29,2,2,5,5,2874.67,2791.25,2791.25,-0.0439388,-0.0136469,-0.0136469,0.0290169,0.0290169,101,254,283,0.162379,0.40836,0.454984,2.51485,2.80198,25,25,25,2,2,2,2
100,4,0.1,10,2498.73,2496.39,2496.39,0.000937859,0.000937859,1077,2056,5856,1.90901,5.43733,37,37,37,1,1,1,1,2498.73,2496.39,2496.39,0,0.000937859,0.000937859,0.000937859,0.000937859,93,473,352,0.086351,0.439183,0.326834,5.08602,3.78495,37,37,37,1,1,1,1
100,5,0.1,10,3306.68,3306.68,3306.68,0,0,1928,2717,5515,1.40923,2.86048,37,37,37,0,0,0,0,3347.43,3347.43,3347.43,-0.012323,-0.012323,-0.012323,0,0,315,329,455,0.163382,0.170643,0.235996,1.04444,1.44444,40,40,39,0,1,0,1
100,6,0.1,10,3706.02,3684.25,3676.6,0.00587405,0.00793801,1615,3254,6636,2.01486,4.10898,37,37,34,2,3,2,3,3761.83,3740.06,3732.41,-0.0150582,-0.00918412,-0.00712015,0.00578691,0.00782025,251,474,565,0.155418,0.293498,0.349845,1.88845,2.251,40,40,37,2,3,2,3
100,7,0.1,10,2747.08,2739.04,2734.14,0.00292713,0.00471277,1021,2064,3606,2.02155,3.53183,35,35,34,2,3,2,3,2783.91,2775.87,2770.96,-0.0134056,-0.0104784,-0.00869281,0.00288841,0.00465043,323,330,500,0.316357,0.323213,0.489716,1.02167,1.54799,37,37,36,2,4,2,3
100,8,0.1,10,2803.55,2792.72,2792.72,0.00386307,0.00386307,922,1465,2207,1.58894,2.39371,20,20,20,1,1,1,1,2914.81,2914.81,2914.81,-0.0396827,-0.0396827,-0.0396827,0,0,73,118,129,0.0791757,0.127983,0.139913,1.61644,1.76712,16,16,16,0,0,0,0
100,9,0.1,10,2032.38,2003.35,2001,0.014283,0.0154361,1299,2028,3532,1.5612,2.71901,35,35,34,3,2,3,2,2047.82,2043.14,2043.14,-0.00759953,-0.00529341,-0.00529341,0.00228873,0.00228873,224,269,367,0.17244,0.207082,0.282525,1.20089,1.63839,46,46,47,2,3,2,2
100,10,0.1,10,2799.46,2799.46,2799.46,0,0,905,1609,3111,1.7779,3.43757,34,34,34,0,0,0,0,3046.14,3031.32,2985.34,-0.0881158,-0.0828224,-0.0663981,0.0048647,0.019959,154,271,420,0.170166,0.299448,0.464088,1.75974,2.72727,33,33,35,2,5,4,4
100,1,0.2,20,4618.89,4588.11,4566.86,0.00666528,0.0112653,294,872,2866,2.96599,9.7483,26,26,30,2,2,2,2,4618.89,4588.11,4566.86,0,0.00666528,0.0112653,0.00666528,0.0112653,62,174,178,0.210884,0.591837,0.605442,2.80645,2.87097,28,28,38,2,2,2,2
100,2,0.2,20,3350.04,3320.49,3275.42,0.00882085,0.0222739,641,1483,3188,2.31357,4.97348,34,34,35,3,3,5,4,3350.04,3320.49,3315.45,0,0.00882085,0.0103245,0.00882085,0.0103245,75,193,242,0.117005,0.301092,0.377535,2.57333,3.22667,34,34,35,3,3,5,2
100,3,0.2,20,3300.27,3293.49,3266.57,0.00205335,0.0102099,720,1472,2926,2.04444,4.06389,34,34,35,3,3,3,3,3328.62,3321.85,3307,-0.00859121,-0.00653786,-0.00203866,0.00203586,0.00649674,208,201,451,0.288889,0.279167,0.626389,0.966346,2.16827,36,36,39,3,4,3,1
100,4,0.2,20,3288.72,3288.72,3288.72,0,0,318,781,1443,2.45597,4.53774,29,29,29,0,0,0,0,3325.38,3325.38,3325.38,-0.0111469,-0.0111469,-0.0111469,0,0,69,122,207,0.216981,0.383648,0.650943,1.76812,3,30,30,30,0,0,0,0
100,5,0.2,20,3217.67,3173.86,3430.6,0.0136145,-0.0661737,976,1799,2451,1.84324,2.51127,42,42,23,1,3,1,5,3314.63,3278.04,3236.29,-0.0301344,-0.0187606,-0.00578516,0.0110411,0.023637,194,295,299,0.19877,0.302254,0.306352,1.52062,1.54124,41,41,42,5,5,5,2
100,6,0.2,20,3210.82,3207.25,3207.25,0.00111444,0.00111444,642,1301,2355,2.02648,3.66822,33,33,33,2,2,2,2,3214.89,3213.31,3213.31,-0.00126535,-0.000773267,-0.000773267,0.000491459,0.000491459,60,167,155,0.0934579,0.260125,0.241433,2.78333,2.58333,33,33,33,1,1,1,1
100,7,0.2,20,3779.45,3779.45,3775.84,0,0.000954988,391,856,1832,2.18926,4.68542,26,26,25,0,1,0,1,3856.88,3856.84,3856.84,-0.020489,-0.020477,-0.020477,1.1803e-05,1.1803e-05,54,145,202,0.138107,0.370844,0.516624,2.68519,3.74074,26,26,25,1,2,1,2
100,8,0.2,20,2625.76,2528.91,2536.52,0.036882,0.0339858,350,691,1710,1.97429,4.88571,28,28,26,2,2,2,2,2616.08,2501.52,2471.26,0.00368669,0.0473131,0.0588396,0.0437878,0.055357,172,166,268,0.491429,0.474286,0.765714,0.965116,1.55814,35,35,37,2,4,2,2
100,9,0.2,20,4170.98,4170.98,4170.98,0,0,494,997,1870,2.01822,3.78543,25,25,25,0,0,0,0,4241.18,4241.18,4241.68,-0.0168308,-0.0168308,-0.0169511,0,-0.000118327,178,165,211,0.360324,0.334008,0.427126,0.926966,1.18539,26,26,24,0,2,0,1
100,10,0.2,20,3559.4,3559.4,3506.86,0,0.0147609,394,1005,1794,2.55076,4.5533,25,25,24,0,2,0,3,3521.36,3513.26,3463.64,0.0106856,0.0129607,0.0269019,0.00229967,0.0163914,149,251,385,0.378173,0.637056,0.977157,1.68456,2.58389,29,29,30,3,3,3,2
110,1,0,0,2819.48,2819.48,2819.48,0,0,131,340,693,2.59542,5.29008,13,13,13,0,0,0,0,2702.8,2702.8,2702.8,0.0413813,0.0413813,0.0413813,0,0,113,242,325,0.862595,1.84733,2.48092,2.14159,2.87611,33,33,33,0,1,0,0
110,2,0,0,2719.7,2719.7,2719.7,0,0,405,848,1702,2.09383,4.20247,28,28,28,0,0,0,0,2961.44,2961.44,2934.74,-0.0888822,-0.0888822,-0.0790661,0,0.00901485,87,147,189,0.214815,0.362963,0.466667,1.68966,2.17241,24,24,23,0,1,0,1
110,3,0,0,3541.8,3541.8,3541.8,0,0,466,881,2010,1.89056,4.3133,29,29,29,0,0,0,0,3544.69,3544.69,3543.16,-0.000816168,-0.000816168,-0.000382809,0,0.000433005,73,215,415,0.156652,0.461373,0.890558,2.94521,5.68493,30,30,29,0,1,0,1
110,4,0,0,2583.98,2583.98,2583.98,0,0,1242,2190,2659,1.76329,2.1409,37,37,37,0,0,0,0,2641.24,2641.24,2641.24,-0.0221591,-0.0221591,-0.0221591,0,0,263,275,384,0.211755,0.221417,0.309179,1.04563,1.46008,38,38,38,0,1,0,0
110,5,0,0,3474.7,3474.7,3474.7,0,0,246,569,1160,2.31301,4.71545,20,20,20,0,0,0,0,3462.93,3462.93,3462.93,0.00338996,0.00338996,0.00338996,0,0,73,138,189,0.296748,0.560976,0.768293,1.89041,2.58904,22,22,22,0,0,0,0
110,6,0,0,3395.36,3389.1,3389.1,0.00184433,0.00184433,609,1163,2077,1.90969,3.41051,25,25,25,1,1,1,1,3475.11,3464.16,3452.47,-0.0234882,-0.0202634,-0.0168202,0.00315072,0.00651499,101,215,393,0.165846,0.353038,0.64532,2.12871,3.89109,32,32,33,3,2,3,2
110,7,0,0,2092.44,2092.44,2092.44,0,0,429,1005,1798,2.34266,4.19114,22,22,22,0,0,0,0,2115.11,2112.77,2112.77,-0.0108356,-0.00971564,-0.00971564,0.00110796,0.00110796,82,181,199,0.191142,0.421911,0.463869,2.20732,2.42683,23,23,23,1,2,1,1
110,8,0,0,3627.29,3627.29,3627.29,0,0,388,824,1551,2.12371,3.99742,21,21,21,0,0,0,0,3633.99,3633.99,3633.99,-0.00184657,-0.00184657,-0.00184657,0,0,117,132,241,0.301546,0.340206,0.621134,1.12821,2.05983,26,26,26,0,0,0,0
110,9,0,0,2787.9,2785.56,2785.56,0.000840582,0.000840582,355,870,1480,2.4507,4.16901,17,17,17,1,1,1,1,2814.42,2814.42,2814.42,-0.00951347,-0.00951347,-0.00951347,0,0,164,181,267,0.461972,0.509859,0.752113,1.10366,1.62805,22,22,18,0,1,0,1
110,10,0,0,3569.81,3565.13,3565.13,0.00131293,0.00131293,513,1122,2246,2.18713,4.37817,38,38,38,2,2,2,2,3578.98,3574.29,3574.29,-0.00256848,-0.00125555,-0.00125555,0.00130957,0.00130957,66,161,162,0.128655,0.31384,0.315789,2.43939,2.45455,38,38,38,2,2,2,2
110,1,0.05,6,3612.03,3612.03,3612.03,0,0,567,1090,2089,1.9224,3.6843,26,26,26,0,0,0,0,3629.29,3629.29,3629.29,-0.00477877,-0.00477877,-0.00477877,0,0,156,208,335,0.275132,0.366843,0.590829,1.33333,2.14744,26,26,26,0,0,0,0
110,2,0.05,6,3437.72,3437.72,3437.72,0,0,516,1030,1942,1.99612,3.76357,36,36,36,0,0,0,0,3547.18,3544.84,3544.84,-0.0318426,-0.0311609,-0.0311609,0.000660653,0.000660653,83,168,171,0.160853,0.325581,0.331395,2.0241,2.06024,36,36,36,1,1,1,1
110,3,0.05,6,3103.44,3102.81,3102.81,0.00020378,0.00020378,750,1543,2792,2.05733,3.72267,35,35,35,1,1,1,1,3132.29,3131.66,3131.66,-0.00929591,-0.00909213,-0.00909213,0.000201904,0.000201904,143,194,308,0.190667,0.258667,0.410667,1.35664,2.15385,39,39,39,1,1,1,1
110,4,0.05,6,3508.03,3508.03,3508.03,0,0,201,415,791,2.06468,3.93532,11,11,11,0,0,0,0,3816.8,3774.43,3757.59,-0.0880178,-0.0759415,-0.0711405,0.0110994,0.015512,107,189,252,0.532338,0.940299,1.25373,1.76636,2.35514,26,26,27,4,3,4,3
110,5,0.05,6,3002.09,2996.28,3026.31,0.00193579,-0.00806744,725,1336,2624,1.84276,3.61931,31,31,29,2,2,2,2,3002.09,2996.28,3026.31,0,0.00193579,-0.00806744,0.00193579,-0.00806744,238,288,350,0.328276,0.397241,0.482759,1.21008,1.47059,34,34,32,2,4,2,2
110,6,0.05,6,3318.97,3293.7,3288.88,0.0076163,0.00906816,1096,2287,4680,2.08668,4.27007,43,43,43,3,2,3,2,3367.38,3342.1,3342.1,-0.0145851,-0.00696878,-0.00696878,0.00750681,0.00750681,72,262,309,0.0656934,0.239051,0.281934,3.63889,4.29167,36,36,37,3,2,3,2
110,7,0.05,6,3557.9,3541.67,3531.93,0.00456024,0.00729938,666,1338,2833,2.00901,4.25375,30,30,33,3,3,5,3,3598.21,3570.06,3504.53,-0.0113296,-0.00341953,0.0150005,0.00782145,0.0260351,300,333,688,0.45045,0.5,1.03303,1.11,2.29333,37,37,43,4,9,6,4
110,8,0.05,6,2902.81,2902.81,2902.81,0,0,476,882,1764,1.85294,3.70588,18,18,18,0,0,0,0,2962.81,2962.81,2962.81,-0.0206722,-0.0206722,-0.0206722,0,0,99,236,246,0.207983,0.495798,0.516807,2.38384,2.48485,19,19,19,0,0,0,0
110,9,0.05,6,5037.3,5037.3,5037.3,0,0,295,655,1282,2.22034,4.34576,24,24,24,0,0,0,0,5001.18,4996.5,4996.5,0.00716977,0.00810021,0.00810021,0.000937161,0.000937161,95,226,201,0.322034,0.766102,0.681356,2.37895,2.11579,37,37,37,1,1,1,1
110,10,0.05,6,3573.85,3542.29,3542.29,0.00883208,0.00883208,497,949,2032,1.90946,4.08853,20,20,20,2,2,2,2,3563.37,3554.73,3554.73,0.00293411,0.00534959,0.00534959,0.00242259,0.00242259,59,224,216,0.118712,0.450704,0.434608,3.79661,3.66102,27,27,27,2,2,2,2
